tract2010,town,totalMathAvgScaleScoreZ-CSDE2013,totalReadAvgScaleScoreZ-CSDE2013,collegeZ-ACS0812,publicassistZ-ACS0812,povertyZ-ACS0812,unemploymentZ-ACS0812,owneroccupiedZ-ACS0812,vacancyZ-ACS0812,employment_access_index-LAIv2,job_diversity_index-LAIv2,jobchangeZ-ACS0812,crimeZ-UCR2010,index2014,level2014
736,Bridgeport,-1.812914943,-1.774407209,-2.003981165,-1.863184679,-2.164452286,-1.487653976,-1.378827398,-1.649022028,0.769618247,0.442909844,-0.286137766,-1.032792511,-1.186737156,Very Low
737,Bridgeport,-1.812914943,-1.774407209,-1.590230017,-1.550685279,-0.99180608,-0.80084433,-1.389990506,-0.336533156,0.603214574,0.149166933,-0.286137766,-1.032792511,-0.901163358,Very Low
738,Bridgeport,-1.812914943,-1.774407209,-1.661823718,-3.019890936,-2.289638765,-2.87913121,-1.889993735,-0.847086724,0.896167933,0.419594486,-0.286137766,-1.032792511,-1.348171258,Very Low
739,Bridgeport,-1.812914943,-1.774407209,-2.381123532,-2.686160863,-2.476354119,-0.723510046,-1.621954794,-1.163831711,1.035159635,0.683436896,-0.286137766,-1.032792511,-1.186715914,Very Low
740,Bridgeport,-1.812914943,-1.774407209,-1.891393852,-2.35648642,-3.38118886,-1.272425792,-1.683097938,0.393040253,0.97275025,0.549529626,-0.286137766,-1.032792511,-1.131293763,Very Low
743,Bridgeport,-1.812914943,-1.774407209,-1.445825515,-2.430375136,-1.697281469,-2.6123255,-1.548851136,-1.464070737,0.644154268,0.125147854,-0.286137766,-1.032792511,-1.277973317,Very Low
744,Bridgeport,-1.812914943,-1.774407209,-1.648737361,-1.301763959,-1.418841125,-2.053936537,-1.533074715,-1.04122061,0.474049922,0.005200655,-0.286137766,-1.032792511,-1.11871468,Very Low
801,Stratford,-0.129280957,-0.066229611,-1.198986671,-0.375608317,-0.015814415,-0.71437814,0.319048093,0.549613767,0.383728304,0.178596349,0.405840119,-0.232571225,-0.074670225,Low
802,Stratford,-0.129280957,-0.066229611,-1.2397837,-0.22072639,-0.029965634,-0.183981355,-0.039257126,0.486297844,0.449020909,-0.121050031,0.405840119,-0.232571225,-0.076807263,Low
804,Stratford,-0.129280957,-0.066229611,-0.647083586,-0.701222713,-0.819975733,-1.029578657,-0.60946667,-0.193802557,0.257942554,-0.392081961,0.405840119,-0.232571225,-0.34645925,Low
805,Stratford,-0.129280957,-0.066229611,0.331579853,0.776294939,0.612877488,0.825107954,0.664509137,0.513648888,-0.237021186,-0.461039311,0.405840119,-0.232571225,0.250309674,High
806,Stratford,-0.129280957,-0.066229611,-0.214669826,0.640549207,0.601909457,0.322936505,0.121952299,-0.23239091,0.155404573,-0.499604848,0.405840119,-0.232571225,0.072820399,Moderate
807,Stratford,-0.129280957,-0.066229611,0.548266499,0.240631871,0.386564585,-0.275395435,0.035276729,0.219353942,0.129974509,-0.374483831,0.405840119,-0.232571225,0.0739956,Moderate
808,Stratford,-0.129280957,-0.066229611,0.227155041,0.626560965,0.825897982,0.223796491,0.909338649,0.88991498,0.000783315,-0.455719538,0.405840119,-0.232571225,0.268790518,High
809,Stratford,-0.129280957,-0.066229611,0.140163622,0.080328006,0.291640793,-0.578215872,0.612937835,0.387244964,0.168882431,-0.140211521,0.405840119,-0.232571225,0.078377382,Moderate
810,Stratford,-0.129280957,-0.066229611,-0.582958562,0.635358335,0.645701015,-1.64667778,0.886447428,0.372602109,0.06000175,-0.02565734,0.405840119,-0.232571225,0.026881274,Moderate
811,Stratford,-0.129280957,-0.066229611,0.116473229,0.458498795,0.676981284,0.531244176,1.004407555,0.78658992,-0.083007037,-0.359299873,0.405840119,-0.232571225,0.259137198,High
812,Stratford,-0.129280957,-0.066229611,0.822367379,0.646916497,0.687024057,0.246387297,1.005063669,0.467040027,-0.089528118,-0.375209929,0.405840119,-0.232571225,0.282318267,High
813,Stratford,-0.129280957,-0.066229611,0.685850756,0.730584687,0.663968472,0.117347892,0.695254623,0.273476031,0.312601428,0.33297797,0.405840119,-0.232571225,0.315818349,High
901,Trumbull,1.540738739,0.953166698,1.273244857,0.825393556,0.535861012,0.684873913,0.908405643,0.83466228,-0.547312839,-0.631727801,-0.907343691,0.324659027,0.482885116,Very High
902,Trumbull,1.540738739,0.953166698,0.923383647,0.780620337,0.794708004,0.760325315,1.075576255,0.88104794,-0.426866724,-0.366824206,-0.907343691,0.324659027,0.527765945,Very High
903,Trumbull,1.540738739,0.953166698,0.747502131,0.643439292,0.584262873,0.508606437,0.953050691,0.878379582,-0.141192854,0.126269952,-0.907343691,0.324659027,0.51762824,Very High
904,Trumbull,1.540738739,0.953166698,1.054131888,0.289668058,0.421836982,0.168623691,0.387989297,0.720317031,-0.020750878,0.166118438,-0.907343691,0.324659027,0.424929607,High
905,Trumbull,1.540738739,0.953166698,0.96290944,0.368485988,0.517369267,0.670990937,0.935152212,1.017994223,-0.101453303,-0.310570395,-0.907343691,0.324659027,0.497674929,Very High
906,Trumbull,1.540738739,0.953166698,1.051011316,0.378680109,0.196400799,0.878319917,0.842723307,0.577868178,-0.308827927,-0.318925934,-0.907343691,0.324659027,0.434039212,Very High
907,Trumbull,1.540738739,0.953166698,0.96629291,0.666887397,0.822830963,0.570690882,0.987280607,0.853096195,-0.453775441,-0.363224343,-0.907343691,0.324659027,0.496774995,Very High
1001,Monroe,1.672343552,1.421537975,1.151857864,0.634866722,0.655229708,0.751456485,0.937872573,0.417323748,-0.655129353,-0.585528535,0.555346343,1.096392047,0.671130761,Very High
1002,Monroe,1.672343552,1.421537975,0.651249373,0.596156568,0.568864854,0.354673561,0.981898964,1.102766097,-0.598670699,-0.463801946,0.555346343,1.096392047,0.661563057,Very High
1003,Monroe,1.672343552,1.421537975,0.431750377,0.620931945,0.554568673,0.729858063,0.94050323,1.102766097,-0.734278551,-0.517383875,0.555346343,1.096392047,0.656194656,Very High
1051,Easton,1.331986277,1.564804483,1.490671936,0.613932928,0.717415655,1.215071451,1.035283852,0.652863055,-0.493508927,-0.086026471,0.08921598,1.259549897,0.78260501,Very High
1052,Easton,1.331986277,1.564804483,1.527915331,0.774140252,0.775479509,0.84085017,1.144262728,0.701483051,-0.680650488,-0.364071142,0.08921598,1.259549897,0.747080504,Very High
1101,Shelton,0.932633741,0.980717949,-1.044726568,-0.179862965,-0.458537751,-0.137615179,-0.855062581,0.010062974,-0.039592108,-0.277361422,-0.850531726,0.739967693,-0.098325662,Low
1102.01,Shelton,0.932633741,0.980717949,-0.145743955,0.20986823,-0.051370741,-0.247894007,0.196168925,0.35207541,-0.06850244,-0.539300389,-0.850531726,0.739967693,0.125674058,Moderate
1102.02,Shelton,0.932633741,0.980717949,0.106341965,0.626246356,0.693406465,0.477090224,0.813195328,0.15540323,0.178713874,-0.279088815,-0.850531726,0.739967693,0.38117469,High
1103.01,Shelton,0.932633741,0.980717949,0.744491406,0.686001343,0.62084026,0.62505531,0.571997903,0.724494639,-0.104550354,-0.519994111,-0.850531726,0.739967693,0.429260338,High
1103.02,Shelton,0.932633741,0.980717949,0.286306136,0.678777462,0.441108794,0.146825512,0.285965178,0.26547741,0.087555262,-0.721425979,-0.850531726,0.739967693,0.272781453,High
1104,Shelton,0.932633741,0.980717949,0.09414375,0.729297539,0.795314676,0.619910965,1.120135316,0.322134069,-0.482910017,-0.471128577,-0.850531726,0.739967693,0.377473782,High
1105,Shelton,0.932633741,0.980717949,0.196714406,0.765258721,0.876862884,0.419944213,1.126010396,1.016740202,-0.552702204,-0.396235963,-0.850531726,0.739967693,0.437948359,Very High
1106,Shelton,0.932633741,0.980717949,0.266490271,0.555651733,0.57506385,0.624571542,0.9375984,0.333233373,-0.514365019,-0.148142349,-0.850531726,0.739967693,0.369407455,High
1201,Derby,-0.519557298,-0.556641889,-0.208848972,0.422803647,0.404212826,0.371906608,0.465362025,-0.077476391,-0.229569278,-0.185880057,-0.64314858,-0.397838637,-0.096223,Low
1202,Derby,-0.519557298,-0.556641889,-0.73869924,-0.491036415,-0.568722509,-1.259939971,-1.047473351,-0.335095295,-0.171644059,-0.029349107,-0.64314858,-0.397838637,-0.563262196,Very Low
1251,Ansonia,-0.841762185,-0.854195406,-0.465015994,0.625568174,0.489982264,0.596423084,0.910483461,0.849665844,-0.329584362,0.023450846,0.606582795,0.41758373,0.169098521,Moderate
1252,Ansonia,-0.841762185,-0.854195406,-0.79148686,-0.568787873,-0.300751278,-0.175764231,-0.659599326,0.621234062,-0.377691958,-0.06849466,0.606582795,0.41758373,-0.249427766,Low
1253,Ansonia,-0.841762185,-0.854195406,-0.680279648,-0.831561884,-0.325157764,-0.173856877,-1.138227202,0.055442938,-0.334664506,-0.033745326,0.606582795,0.41758373,-0.344486778,Low
1254,Ansonia,-0.841762185,-0.854195406,-1.060401906,-0.698347729,-0.998827805,-0.104781943,-0.289893592,-0.080572473,-0.481173328,-0.163826466,0.606582795,0.41758373,-0.379134692,Low
1301.01,Seymour,-0.03398092,-0.374803629,0.02646253,0.426610284,0.589392376,0.492725859,0.46559005,0.358268875,-0.616575399,-0.417190085,0.312912372,0.772632282,0.16683705,Moderate
1301.02,Seymour,-0.03398092,-0.374803629,-0.59164229,0.509043234,0.160711303,-0.554871767,0.003236903,0.161505985,-0.593702319,-0.408687245,0.312912372,0.772632282,-0.053137174,Low
1302,Seymour,-0.03398092,-0.374803629,-0.06985654,0.62972239,0.171774858,0.61166095,0.719613013,0.667365499,-0.659775034,-0.32303596,0.312912372,0.772632282,0.202019107,Moderate
1401,New Haven,-1.508862444,-1.471343442,1.205702536,0.197171797,-1.027964049,-0.182610301,-2.465096959,-1.373629136,3.075950216,3.911370155,0.377722367,-2.822374184,-0.17366362,Low
1402,New Haven,-1.508862444,-1.471343442,-2.666068005,-3.41371926,-3.12920172,-4.311746571,-2.473632363,-0.245736677,2.265709184,2.715452896,0.377722367,-2.822374184,-1.390316685,Very Low
1403,New Haven,-1.508862444,-1.471343442,-1.495192988,-2.621183353,-1.771718944,-4.747130344,-2.205450253,-1.214052002,2.533670069,3.159442471,0.377722367,-2.822374184,-1.148872754,Very Low
1404,New Haven,-1.508862444,-1.471343442,-1.759878474,-1.606721528,-2.178256658,-2.454507306,-1.897803542,-0.146875945,1.521386993,2.775965794,0.377722367,-2.822374184,-0.930962364,Very Low
1405,New Haven,-1.508862444,-1.471343442,-2.293765727,-2.929604823,-2.138923379,-1.173728158,-1.590337969,-1.039339315,2.075945775,3.181789936,0.377722367,-2.822374184,-0.94440178,Very Low
1406,New Haven,-1.508862444,-1.471343442,-1.269284803,-3.233277576,-2.621228056,-1.32714188,-1.730412361,-2.019242824,2.384458201,3.094594415,0.377722367,-2.822374184,-1.012199382,Very Low
1407,New Haven,-1.508862444,-1.471343442,-0.455042,-1.255712393,-2.158396585,0.239889978,-2.276534942,-0.237915697,2.69130079,4.042718831,0.377722367,-2.822374184,-0.402879143,Low
1408,New Haven,-1.508862444,-1.471343442,-0.951792053,-1.402695792,-1.319839419,-1.726373279,-1.737829118,-0.862632808,1.898469821,3.604222039,0.377722367,-2.822374184,-0.660277359,Very Low
1409,New Haven,-1.508862444,-1.471343442,-0.639534471,-1.163541835,-0.312931689,-1.095467238,-1.600372937,-0.491341581,1.409748882,3.888910781,0.377722367,-2.822374184,-0.452448983,Very Low
1410,New Haven,-1.508862444,-1.471343442,1.130212448,0.293475851,0.211990807,1.240089394,-0.03878364,-0.568008013,0.502526691,3.051759205,0.377722367,-2.822374184,0.03320042,Moderate
1411,New Haven,-1.508862444,-1.471343442,1.256278365,0.361047774,0.096907904,0.586749099,0.198534667,0.459117164,-0.029598023,1.694458459,0.377722367,-2.822374184,-0.066780191,Low
1412,New Haven,-1.508862444,-1.471343442,-0.632766059,-1.262272728,-0.59826948,-0.645914446,-0.707667528,-0.425415502,0.023420381,1.866055275,0.377722367,-2.822374184,-0.650640649,Very Low
1413,New Haven,-1.508862444,-1.471343442,-0.364392561,-1.067101166,-1.646061559,-0.691827771,-1.787301492,-0.87675855,0.453685741,2.976537107,0.377722367,-2.822374184,-0.70233983,Very Low
1414,New Haven,-1.508862444,-1.471343442,-0.58628386,-0.811298813,-1.344305944,-0.639903258,-0.809400378,0.146476331,1.29615271,3.8981598,0.377722367,-2.822374184,-0.35627176,Low
1415,New Haven,-1.508862444,-1.471343442,-1.475028871,-1.886884013,-1.624187643,-2.701746739,-1.559026985,-1.832867578,1.316174698,3.976361723,0.377722367,-2.822374184,-0.934338593,Very Low
1416,New Haven,-1.508862444,-1.471343442,-1.15568189,-1.983036373,-1.722202271,-1.887811761,-1.682349397,-1.134491053,2.547187749,4.235540304,0.377722367,-2.822374184,-0.6839752,Very Low
1418,New Haven,-1.508862444,-1.471343442,1.187331326,0.245464186,-0.354308128,0.465996579,-1.277046091,-0.699374051,1.717723098,4.254167747,0.377722367,-2.822374184,0.009591413,Low
1419,New Haven,-1.508862444,-1.471343442,1.828390897,0.825393556,-0.021783401,1.238067246,-1.166971581,0.297894881,1.875800148,3.774566247,0.377722367,-2.822374184,0.268875024,High
1420,New Haven,-1.508862444,-1.471343442,1.432209173,0.634471819,-0.629920383,0.966905495,-1.496876196,0.287800132,2.55176523,3.368190462,0.377722367,-2.822374184,0.140807336,Moderate
1421,New Haven,-1.508862444,-1.471343442,-0.581622944,-2.002810118,-1.141136927,-0.097041816,-1.557517557,-0.968343375,2.447542808,3.156147362,0.377722367,-2.822374184,-0.514136689,Very Low
1422,New Haven,-1.508862444,-1.471343442,0.952389223,0.33406878,-0.048666024,0.785282413,-1.222712689,0.332076039,2.838048726,3.517348871,0.377722367,-2.822374184,0.171914803,Moderate
1423,New Haven,-1.508862444,-1.471343442,-1.902986454,-1.582274492,-1.839606562,-1.677742516,-1.281870818,-0.404986827,1.384276147,2.556405821,0.377722367,-2.822374184,-0.847803617,Very Low
1424,New Haven,-1.508862444,-1.471343442,-1.892306191,-1.97532936,-2.374681253,-1.259027465,-1.586686841,-1.198995555,1.660780965,3.482800453,0.377722367,-2.822374184,-0.880691913,Very Low
1425,New Haven,-1.508862444,-1.471343442,-1.851830564,-1.349727337,-1.396918269,-0.423090944,-1.769746581,-0.216049895,0.894585602,2.383303579,0.377722367,-2.822374184,-0.762861009,Very Low
1426.01,New Haven,-1.508862444,-1.471343442,-1.025704337,-1.451884459,-1.137380374,-0.837697241,-0.863417559,-0.900224897,0.068050893,0.593115354,0.377722367,-2.822374184,-0.915000027,Very Low
1426.03,New Haven,-1.508862444,-1.471343442,-1.206851037,-1.713380007,-1.293187682,-0.336464532,-1.482939037,0.228184306,0.084654555,0.806815485,0.377722367,-2.822374184,-0.861502138,Very Low
1426.04,New Haven,-1.508862444,-1.471343442,-0.366718559,-0.545734019,-0.64989695,-0.761746092,-0.602139536,-0.133357816,0.42798835,1.450014749,0.377722367,-2.822374184,-0.550537298,Very Low
1427,New Haven,-1.508862444,-1.471343442,-0.766443252,-0.650850421,-0.380580655,-0.855389373,-0.835747566,-0.945129135,0.535975998,1.444299175,0.377722367,-2.822374184,-0.656560244,Very Low
1428,New Haven,NA,NA,0.210884706,0.702187495,0.561020911,0.144222555,0.171557002,-0.01645811,-0.178309402,0.65483067,NA,NA,0.281241978,High
1501,Milford,0.233766803,0.358059664,0.484261392,0.219854008,0.443007788,0.626608447,-0.117753894,0.536335852,0.234066928,-0.336610399,0.173143645,-0.40528631,0.20412116,Moderate
1502,Milford,0.233766803,0.358059664,0.774668906,0.496739474,0.585961729,0.649746067,-0.511236573,-0.139399144,0.027631749,-0.302081371,0.173143645,-0.40528631,0.161809553,Moderate
1503,Milford,0.233766803,0.358059664,-0.12364748,-0.078455853,0.147544044,0.955931861,0.385960031,1.102766097,-0.070477867,-0.501775695,0.173143645,-0.40528631,0.181460745,Moderate
1504,Milford,0.233766803,0.358059664,0.109136665,-0.029662892,0.354264075,-0.338726841,-0.486953558,0.171983424,-0.26081658,-0.495959483,0.173143645,-0.40528631,-0.051420949,Low
1505,Milford,0.233766803,0.358059664,-0.150999717,0.390880158,0.461390426,0.556591263,0.741634286,0.316506971,-0.177815008,-0.568618134,0.173143645,-0.40528631,0.160771171,Moderate
1506,Milford,0.233766803,0.358059664,0.466305923,0.616114459,0.62832461,0.709425879,0.91998824,0.824408673,0.082316428,-0.478837908,0.173143645,-0.40528631,0.343977509,High
1507,Milford,0.233766803,0.358059664,0.071657153,0.411913766,0.706358457,0.399635546,0.855448163,0.946792551,0.066933856,-0.598577508,0.173143645,-0.40528631,0.268320482,High
1508,Milford,0.233766803,0.358059664,0.783362753,0.482838985,0.478171435,0.341255582,0.44791694,0.335322191,0.175055971,-0.653503282,0.173143645,-0.40528631,0.229175365,Moderate
1509,Milford,0.233766803,0.358059664,1.015782501,0.394191417,0.36261321,0.708456425,0.808943719,0.690554773,0.100738929,-0.480047515,0.173143645,-0.40528631,0.330076438,High
1510,Milford,0.233766803,0.358059664,0.848477732,0.687174418,0.399107208,0.675980809,0.58996543,-0.403297947,-0.3243384,-0.60137017,0.173143645,-0.40528631,0.185948574,Moderate
1511,Milford,0.233766803,0.358059664,0.565459988,0.525605473,0.77561388,0.673693312,0.722024418,-0.001813868,-0.11871247,-0.732158619,0.173143645,-0.40528631,0.230782993,High
1512,Milford,0.233766803,0.358059664,-0.13929617,0.152329751,0.603646987,-0.279249855,0.641515862,0.800964982,-0.000514512,-0.684071839,0.173143645,-0.40528631,0.121250751,Moderate
1541,West Haven,-0.646624014,-0.589703391,-0.821038727,-0.228000063,-0.038331834,-0.826283141,-0.343232656,0.229852839,0.465708025,2.372202072,0.390603116,-0.466384134,-0.041769326,Low
1542,West Haven,-0.646624014,-0.589703391,-0.406069287,-0.926591138,-0.322588116,-0.077139849,-1.255424128,-0.386749362,0.357809419,0.783746565,0.390603116,-0.466384134,-0.295426193,Low
1545,West Haven,-0.646624014,-0.589703391,-0.579027172,-0.233267565,-0.179808948,-0.386574965,-1.195679289,-0.058847198,0.657389925,2.115615399,0.390603116,-0.466384134,-0.097692353,Low
1546,West Haven,-0.646624014,-0.589703391,-0.46500883,-0.155002213,0.058951034,-0.218986606,-0.453703273,-0.133081711,0.400663335,1.270543121,0.390603116,-0.466384134,-0.083977797,Low
1547,West Haven,-0.646624014,-0.589703391,-0.297283437,0.356835697,0.452672788,0.551683383,0.938995975,0.842867258,-0.074352276,-0.395805433,0.390603116,-0.466384134,0.088625461,Moderate
1548,West Haven,-0.646624014,-0.589703391,-0.650610917,0.696968531,0.545415943,-0.251846195,1.000727,0.458110892,-0.140657069,-0.127995146,0.390603116,-0.466384134,0.018167051,Low
1549,West Haven,-0.646624014,-0.589703391,-0.475934896,0.069607878,0.084396217,0.592861049,-0.197783611,0.419946075,0.127985913,0.849445278,0.390603116,-0.466384134,0.01320129,Low
1550,West Haven,-0.646624014,-0.589703391,-0.570260693,-0.695730428,-0.427888092,-0.659119373,-0.898106922,-0.362681594,0.242870457,1.478021931,0.390603116,-0.466384134,-0.267083595,Low
1551,West Haven,-0.646624014,-0.589703391,-0.585305031,-0.449380014,-0.24672382,-1.530148984,-0.756840465,0.145194004,-0.053262293,0.868990701,0.390603116,-0.466384134,-0.326632027,Low
1571,Orange,1.064238554,0.975207699,1.209245746,0.669339448,0.67941569,0.093614936,0.327176939,-0.108021169,0.132821944,-0.303168101,1.735084819,-0.211659039,0.521941456,Very High
1572,Orange,1.064238554,0.975207699,1.074742103,0.760947584,0.663890011,0.794099658,0.960749917,0.288604253,-0.095941338,-0.507065412,1.735084819,-0.211659039,0.625241567,Very High
1573,Orange,1.064238554,0.975207699,1.15619555,0.825393556,0.825714968,-0.433859232,1.126746273,0.397195321,-0.318055626,-0.361316944,1.735084819,-0.211659039,0.565073825,Very High
1574,Orange,1.064238554,0.975207699,1.10775045,0.682432835,0.543542165,0.0675604,0.779869032,0.970811466,-0.211858938,0.43448099,1.735084819,-0.211659039,0.661455036,Very High
1601,Woodbridge,1.114157621,0.853982192,1.305669197,0.621055771,0.762779953,1.373480184,1.12957706,0.214583898,-0.457469118,0.425664678,0.666103175,0.463822895,0.706117292,Very High
1602,Woodbridge,1.114157621,0.853982192,1.33804638,0.705168231,0.676419829,0.015706946,0.791696155,0.293725963,-0.508603816,0.171663611,0.666103175,0.463822895,0.548490765,Very High
1611,Bethany,0.2383049,0.336018662,0.792764154,0.691465862,0.538400215,0.195461335,0.911686876,0.651218282,-0.704123839,-0.168277061,1.242935836,1.083630722,0.484123829,Very High
1651,Hamden,-0.197352412,-0.198475618,0.302620896,0.302982364,0.750131955,-1.047276054,0.346450034,0.583538372,0.168679158,1.011521023,-0.133733568,0.65155562,0.211720147,Moderate
1652,Hamden,-0.197352412,-0.198475618,1.725472133,0.798019072,0.886254092,0.86491405,0.406897158,-0.078364102,0.253024869,1.134498175,-0.133733568,0.65155562,0.509392456,Very High
1653,Hamden,-0.197352412,-0.198475618,1.065501256,0.472983593,0.415404601,0.168765125,0.562776284,0.935818235,0.173959109,0.707349039,-0.133733568,0.65155562,0.385379272,High
1654,Hamden,-0.197352412,-0.198475618,0.904484821,0.137176862,0.332932476,0.000244063,0.005390455,0.068988374,0.466090246,2.100204388,-0.133733568,0.65155562,0.344792142,High
1655,Hamden,-0.197352412,-0.198475618,-0.649240465,-0.990183147,-0.717254149,-1.136383931,-1.04853974,-0.369553847,0.567051429,2.889163128,-0.133733568,0.65155562,-0.111078892,Low
1656,Hamden,-0.197352412,-0.198475618,-0.926002612,0.121981844,0.348845573,0.547941414,-0.13029562,-0.067040924,0.179298769,1.492713579,-0.133733568,0.65155562,0.140786337,Moderate
1657,Hamden,-0.197352412,-0.198475618,0.189538342,0.612804383,0.448232686,0.231315047,0.719551356,0.174358913,0.178058477,2.080668403,-0.133733568,0.65155562,0.396376802,High
1658.01,Hamden,-0.197352412,-0.198475618,0.705573923,0.382829041,-0.494652062,0.096346403,-1.623427135,0.233361534,0.004539862,0.539272373,-0.133733568,0.65155562,-0.002846837,Low
1658.02,Hamden,-0.197352412,-0.198475618,0.627100959,0.728001768,0.672555091,0.628971514,0.953851237,0.464338233,-0.192333436,0.898400398,-0.133733568,0.65155562,0.408573315,High
1659,Hamden,-0.197352412,-0.198475618,1.114999686,0.680280915,0.571223701,0.587780002,1.060340418,0.614983478,-0.510829491,0.19737392,-0.133733568,0.65155562,0.369845554,High
1660.01,Hamden,-0.197352412,-0.198475618,1.139403297,0.635907614,-0.126116173,0.404569679,-0.81299338,-0.0023003,-0.058473526,0.260383312,-0.133733568,0.65155562,0.130197879,Moderate
1660.02,Hamden,-0.197352412,-0.198475618,0.557790684,0.612291886,0.551730933,0.4663448,0.900580369,0.109160883,-0.26552164,0.347962792,-0.133733568,0.65155562,0.283527894,High
1671,North Haven,1.127771912,0.517856923,1.122133327,0.716771207,0.682742524,0.279758542,0.783989261,0.379121837,-0.038654283,-0.056530461,-1.218302027,-0.030780864,0.355489825,High
1672.01,North Haven,1.127771912,0.517856923,0.010664218,0.39082996,0.459727145,0.827873141,0.565950825,0.251494925,-0.124786958,-0.320894102,-1.218302027,-0.030780864,0.204783758,Moderate
1672.02,North Haven,1.127771912,0.517856923,0.144656619,0.551385507,0.173886251,-0.217378324,0.65479224,1.102766097,-0.259491803,-0.48009007,-1.218302027,-0.030780864,0.172256038,Moderate
1673,North Haven,1.127771912,0.517856923,-0.444834216,0.610125493,0.733963854,0.36732194,0.904637421,0.192447088,-0.288878097,-0.204606965,-1.218302027,-0.030780864,0.188893539,Moderate
1701,Meriden,-0.496866813,-0.699908397,-2.083704615,-2.736711071,-2.974094328,-2.57292302,-2.436379893,-1.099659372,-0.018268783,0.056907322,0.378818666,-0.444787105,-1.260631451,Very Low
1702,Meriden,-0.496866813,-0.699908397,-1.849543766,-2.729951859,-2.33523853,-2.491593343,-1.634986581,-1.57152752,-0.037410926,0.070466481,0.378818666,-0.444787105,-1.153544141,Very Low
1703,Meriden,-0.496866813,-0.699908397,-2.11181166,-1.950622408,-1.760686767,-2.596771037,-1.524932955,-0.890540338,-0.075063854,0.049172352,0.378818666,-0.444787105,-1.01033336,Very Low
1704,Meriden,-0.496866813,-0.699908397,-0.438926478,0.351148857,0.510081004,0.826403277,-0.423953112,-0.289119,-0.463953072,-0.44641104,0.378818666,-0.444787105,-0.136456101,Low
1705,Meriden,-0.496866813,-0.699908397,-0.038759054,0.478756868,0.732349551,0.718781972,0.899162841,0.782087303,-0.481930753,-0.352253458,0.378818666,-0.444787105,0.122954302,Moderate
1706,Meriden,-0.496866813,-0.699908397,-0.901563471,-0.607796978,0.20776175,-0.172354004,0.150265853,-0.026070023,-0.360062951,-0.254684894,0.378818666,-0.444787105,-0.268937364,Low
1707,Meriden,-0.496866813,-0.699908397,-0.200116997,-0.34038614,0.122227384,0.195786345,-0.587133646,-0.240884275,-0.175191295,0.011929296,0.378818666,-0.444787105,-0.206376081,Low
1708,Meriden,-0.496866813,-0.699908397,-0.868344611,-0.085390248,0.164928983,-0.435703825,0.01539764,-0.528212569,-0.184698959,-0.047522587,0.378818666,-0.444787105,-0.269357485,Low
1709,Meriden,-0.496866813,-0.699908397,-1.552783846,-2.153611286,-1.359058966,-1.957303871,-1.160297623,-2.490505355,-0.0931042,0.067968768,0.378818666,-0.444787105,-0.996786669,Very Low
1710,Meriden,-0.496866813,-0.699908397,-1.8019197,-2.926459985,-2.483999041,-1.669172107,-1.803413362,-1.137080216,-0.05345973,0.047088833,0.378818666,-0.444787105,-1.090929913,Very Low
1711,Meriden,-0.496866813,-0.699908397,-0.470795401,0.264207513,0.348867299,-0.349943853,0.615980358,0.079582051,-0.163589113,-0.122712279,0.378818666,-0.444787105,-0.088428923,Low
1712,Meriden,-0.496866813,-0.699908397,0.322963645,0.554960939,0.469424442,-0.432387325,0.838336105,1.04757803,-0.249571906,-0.700713749,0.378818666,-0.444787105,0.048987211,Moderate
1713,Meriden,-0.496866813,-0.699908397,-0.811592998,-0.173821228,0.02726319,-0.168462235,0.075973394,0.751623887,-0.148431207,-0.13245438,0.378818666,-0.444787105,-0.153553769,Low
1714,Meriden,-0.496866813,-0.699908397,-1.775362925,-0.37943595,-0.772900102,-1.057465422,-1.094852512,-0.710996929,-0.050725324,0.013141242,0.378818666,-0.444787105,-0.590945131,Very Low
1715,Meriden,-0.496866813,-0.699908397,-1.38442971,-1.132404407,-0.826811789,-0.48815277,-1.613121324,-1.762312818,-0.087098246,-0.087847038,0.378818666,-0.444787105,-0.720410146,Very Low
1716,Meriden,-0.496866813,-0.699908397,-0.597400965,0.089463762,-0.017630746,0.492958684,-0.096819271,0.237617631,-0.261018323,-0.349160641,0.378818666,-0.444787105,-0.147061126,Low
1717,Meriden,-0.496866813,-0.699908397,-0.034995515,0.642378155,0.865985886,0.45418786,0.609872591,0.251632734,-0.419660383,-0.630375476,0.378818666,-0.444787105,0.039690184,Moderate
1751,Wallingford,-0.324419127,-0.022147608,0.680268932,0.155294666,0.090253208,-0.069953488,-0.415833228,-0.129482898,0.132473068,-0.647991384,-0.117898108,0.439804456,-0.019135959,Low
1752,Wallingford,-0.324419127,-0.022147608,-0.737128592,0.305480849,0.093520032,-0.25747466,-0.971602114,0.035282587,0.075482948,-0.600522383,-0.117898108,0.439804456,-0.173468477,Low
1753,Wallingford,-0.324419127,-0.022147608,-0.007731954,-0.282724889,-0.431143375,-0.363145131,0.279694748,0.875548494,-0.27061397,-0.564163032,-0.117898108,0.439804456,-0.065744958,Low
1754,Wallingford,-0.324419127,-0.022147608,-0.672909565,0.246380393,0.211040683,0.732487937,-0.496907843,0.841477306,-0.046665231,-0.566296722,-0.117898108,0.439804456,0.018662214,Moderate
1755,Wallingford,-0.324419127,-0.022147608,0.685863282,0.787534363,0.659544472,0.979803818,0.589606246,0.858348755,-0.274521063,-0.33891822,-0.117898108,0.439804456,0.326883439,High
